customer_tweet_id,customer_text,expected_intent,predicted_intent,draft_reply,decision,decision_reason,evidence_1_customer,evidence_1_support,evidence_1_similarity,evidence_2_customer,evidence_2_support,evidence_2_similarity,evidence_3_customer,evidence_3_support,evidence_3_similarity
706913,@AppleSupport since downloading your new IOS update my phone has been crashing non stop this is ridiculous,device_issue,device_issue,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",ESCALATE,Historical evidence is only moderate (similarity=0.366); human review is safer.,MY IPHONE 7 PLUS HAS BEEN CRASHING NON STOP SINCE THE IOS 11.1 UPDATE AND NOW WE HAVE THIS WINGDINGS GLITCH I️ AM FED UP @APPLESUPPORT https://t.co/be5Gdtv7St,@436311 We can help. Here’s a work around for the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,0.36624852227455557,I’m about to switch to @125607 Bc ever since ios11 update my phone has been laggy and crashing non stop forcing me to reset it @115858,@511505 We are here to help. DM us your exact iOS version and we can take a look at this. https://t.co/GDrqU22YpT,0.3385025303565527,Since @115858 released the 8/X/iOS 11. My iPhone6s has been crashing non stop and draining battery life like you read about 🤔 #thefixisin,"@568461 We'd love to help you with what you're experiencing. First, when did you update to iOS 11.0.3? Please DM us your answer. https://t.co/GDrqU22YpT",0.33697297405809673
2332392,@AppleSupport battery drain is ridiculous! Having to charge two/three times A DAY?! When is the update to fix problem released?,battery_charging,battery_charging,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.344); human review is safer.,When is the update to fix this update? @115858,"@167308 We'd like to help with your device. To start, can you tell us what's happening with your device?",0.3440915094081097,tired of having to charge my phone 7364 times a day 🖕🏻🖕🏻🖕🏻 @115858,@599174 We’d like to help. Which iPhone model &amp; iOS version are you using? Let us know in a DM. We’ll communicate there: https://t.co/GDrqU22YpT,0.300611319984562,"@AppleSupport yes, three times","@801394 Thanks for giving that a shot. Send us a DM with the iOS version your iPhone is currently running, and we'll continue from there. https://t.co/GDrqU22YpT",0.29160613559401904
1655627,@115858 @AppleSupport How do I fix this I glitch. HELP,device_issue,device_issue,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.931) for this support issue.,@AppleSupport how do i️ fix this glitch,@509557 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,0.9305841077204569,@115858 @AppleSupport how do i fix this? I️,@505832 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.8389651243974465,@505950 @AppleSupport How do ? Fix this?,@508906 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.7895945929914029
2964139,Almost positive that dropping my MacBook should not cause it to spark and burn... @AppleSupport what do you think?,device_issue,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.310); human review is safer.,@AppleSupport What do you think you can do? The update is plain awful!,@442680 Let's meet up in Direct Message and we'll take a look. https://t.co/GDrqU22YpT,0.30987827260880396,@115858 what do you think about this bug?? https://t.co/uVV9riuRl7,@554052 We'd like to gather some more information. Please DM us with which device you're seeing this on and the iOS version. https://t.co/GDrqU22YpT,0.2788724136086151,@AppleSupport what do i do,@178792 We're here for you! It looks like your iPad is disabled. Follow the steps here for help: https://t.co/qC0p25l5ee,0.2667862370047138
2429248,Anyone having problems with their Mac apps since the #HighSierra update? @AppleSupport,app_issue,device_issue,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.440); human review is safer.,Is anyone having problems with their iPhone though? @115858 fix this mess,@499891 We are happy to assist! What trouble were you having with your iPhone today?,0.4395841527091741,Anyone having touch sensitive issues with their work i pad since the update??@115858 @AppleSupport,@553503 That's certainly not behavior we'd expect. Can you describe the behavior you're running into?,0.39050676773774007,@AppleSupport I’m having problems with my phone,"@822153 We'd love to help. DM us details about what's going on, including the model of iPhone you're using and the exact version of the operating system (which you can find in Settings &gt; General &gt; About), and we'll collaborate on getting those issues sorted. https://t.co/GDrqU22YpT",0.34778633309175727
629681,"hey guys @AppleSupport, I was supposed to receive an email yesterday and immediately open it (which I got) but I didn’t get the notification until a day later? any idea how to automatically receive the notification once it’s sent?",device_issue,device_issue,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is weak (similarity=0.225).,@AppleSupport any idea how to fix this? https://t.co/eB60CU6Epj,@389132 We'd be happy to help out. Have you given these steps a try? https://t.co/Ui1yTnOCUz,0.22539959338239454,@AppleSupport I was supposed to receive a trade in kit for my iPhone Upgrade Program...it never came.  Please help!,"@391217 We'd like to help you get to the right place for help with this. To get started, please connect with our Apple Online Store Support here:  https://t.co/8yjRd1Xo0i",0.1968950315233913,So any idea how to fix this “I” glitch?? @115858,@516305 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.188951656972673
1659198,@AppleSupport help!!! I’m losing my mind here!!!!!! https://t.co/a4TEKuRofx,other_support,other_support,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.534) for this support issue.,@AppleSupport HELP!!! I’m losing my mind!!!!! Nothing is more important to me than proper grammar!!!!! https://t.co/mmbtJJLlAo,@506198 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.5337324563089301,I️ am losing my mind @AppleSupport with these stupid I️ I️ I️ I️,@620577 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.5012969718015359,I️ am losing my mind over needing to speak Cookie Monster - me losing my mind- come on @AppleSupport give us a fix! Me need it. 🍪 #applebug,@137242 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.4493024463491368
1746912,It is driving me insane that I️ can’t type “I️”. See how annoying that is. FIX IT @AppleSupport,device_issue,other_support,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.395); human review is safer.,@475068 @AppleSupport It’s driving me insane,@475067 We'd like to help. Send us a DM with your iOS version and we'll go from there: https://t.co/GDrqU22YpT,0.39519194738599417,@115858 FIX THIS FUCKING BUG IT IS DRIVING ME INSANE. Look I️ I️ I️ I️ I️,"@739255 Of course! We can definitely help you with this today! Have you had a chance to update your iOS yet? If not, go ahead and create a backup first, then update your iOS under Settings &gt; General &gt; Software Update. Let us know if that fixes it.",0.3859867392245424,Any ideas @115858 it is driving me insane. Is keeps autocorrecting to I.S !!!! 😡😡😡😡 #annoying #autocorrect #smallthings https://t.co/MR52vi3ILX,@423389 We'd like to look into this. Please let us know in DM which iOS version your device is running to continue. https://t.co/GDrqU22YpT,0.3445022647089481
1584652,What the actual fuck @115858,other_support,other_support,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,AUTO-HANDLE,Strong historical evidence was found (similarity=0.757) for this support issue.,What the actual fuck @ my I️ @115858,@490764 We can help you with that today. Go to https://t.co/xU1AGHStV6 DM us with questions. https://t.co/GDrqU22YpT,0.7574816353672255,@AppleSupport what the actual fuck is this https://t.co/69duaNrRLe,"@238854 We want your alarms working for you, and we'll do all we can to help. Let us know in DM what type of iPhone you have, and what iOS version is currently installed. We'll continue from there.",0.7071180015918437,@212027 @115858 Same here.  What the actual fuck,"@501144 Hey, we can work with you to get everything sorted. DM us more details and we'll take it from there. https://t.co/GDrqU22YpT",0.6471316504002315
1693456,I i know i ain’t the only one who see the exclamation mark and Super Mario box @AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️,device_issue,other_support,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.343); human review is safer.,I know my iphone ain't the only one fucking up @115858 😡,@717625 Let's help you with this. What issues are you having with your iPhone?,0.3429341410499074,Am I the only one who’s I phone messing up? @AppleSupport #iPhoneUpdate #iphone,"@555288 We'd like to see how we can help with your iPhone. DM us with what's going on, and we'll meet you there. https://t.co/GDrqU22YpT",0.2711613436002864,Am I the only one who can’t use the App Store ? @AppleSupport,@297761 We want to help you get connected to the App Store. Have you tried these steps? https://t.co/1SrHVMz478,0.2691655432301499
2593255,"@AppleSupport your latest iPhone upgrade freed up space, but is a real battery hog. Help!",battery_charging,battery_charging,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.305); human review is safer.,This is real heartbreak @115858,@609170 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,0.3049342668492724,@Applesupport your latest iPhone update sucks major ass. It drains battery life.,"@269529 We're happy to help. Which iPhone do you have? Take a look at this article to optimize your battery.
https://t.co/bivpdfBNJ6",0.27071136511394145,.@115858 Please fix battery drain issues on iDevices. iOS 11 is a BATTERY HOG!,"@195486 Battery life is essential; we'll do all we can to help. To get started, please connect with us in DM: https://t.co/GDrqU22YpT",0.25081864764964973
1707753,@115858 I️ really need this update fixed because my phone is being ass and Icant live like this.,ios_update,device_issue,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",ESCALATE,Historical evidence is only moderate (similarity=0.263); human review is safer.,PLZ FIX THE GLITCH @115858 I️ CANT LIVE LIKE THIS,@516698 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.26301508169684257,@115858 I️ really need y’all to fix this shit.,@518683 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,0.26077428240728046,@AppleSupport I beg of thee to fix the “I️ “ issue... I️ can’t live like this.,@586664 We know how important your iPhone is. Send us a DM telling us which iPhone you have and the iOS version its running. https://t.co/GDrqU22YpT,0.2587275466479029
1701953,@115858 can make brand new phone with all these new fancy features but they can’t fix this damn error with viewing the letter “I” 🙄,device_issue,device_issue,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",ESCALATE,Historical evidence is only moderate (similarity=0.347); human review is safer.,Wtf @115858 fix this damn “I” error already!,@632212 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.34667596467459966,@115858 what is going on with you guys. Please fix this damn error with our “I”’s,@483609 This workaround will help until this issue is resolved in a future patch: https://t.co/xU1AGHStV6,0.3105414702200814,@115858 can you call fix this “I️” dysfunction with all these updates.,@474854 Lets get to the bottom of this together. DM us and we'll get started. https://t.co/GDrqU22YpT,0.28106855270360265
1120619,"my phone speaker keeps crackling

what gives @115858",device_issue,device_issue,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",ESCALATE,Historical evidence is only moderate (similarity=0.327); human review is safer.,Why won't my phone update?! There is storage available so what gives @115858,@231631 We'd like to figure this out with you. Are you receiving an error message or an alert when attempting to update? Are you updating via a Wi-Fi network on the device itself or by using iTunes on a computer?,0.32675054201211445,iPhone dead and won't charge after update. What gives @115858,@339437 This is not the experience we want you to have. Which iPhone model do you own?,0.3162809889685314,"@14510 can’t dL update, on Wifi +/- 4g available iPhone se what gives @115858 @118936 https://t.co/HN9TIBQkSA",@173133 Thanks for reaching out; we're happy to help. Is this happening with multiple apps or just this one?,0.31384995887018763
1878005,@AppleSupport starting today my iPhone 8 plus display will remain on and will not turn off unless I hit the sleep button. ??,device_issue,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.251); human review is safer.,"@AppleSupport I can't, the phone will not turn on",@500438 Try the steps in this article: https://t.co/8MvHMFZ83h Then send us a DM and let us know how it goes. https://t.co/GDrqU22YpT,0.2505898078373318,@AppleSupport My MacBook Air shut off and will not turn back on please help me😭,@416830 Let's try following this article and see if it helps: https://t.co/RqWW0duJ0U,0.24637974132731802,My iPhone literally will not turn on. I hate you @115858 https://t.co/Hju7ZOpugy,"@535772 It's frustrating when your device isn't working the way you'd expect. Luckily, we're here to help. Send us a DM. https://t.co/GDrqU22YpT",0.23325511721512548
2021786,Hey @AppleSupport any chance a future iOS update will fix the appalling battery life I now experience on iOS11 on iPhone 7?,battery_charging,battery_charging,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.367); human review is safer.,@AppleSupport FIX THE BATTERY LIFE. NOW,"@406898 We can partner to work towards a resolution. DM some details on what you’re noticing with battery life, &amp; the device you’re using. https://t.co/GDrqU22YpT",0.36712966973131816,@AppleSupport any chance the #AppleStoreBrighton could answer their phone?,@281092 We’re happy to help. Could you let us know more details via a DM? We’ll move forward from there. https://t.co/GDrqU22YpT,0.27907528768085305,@115858 @AppleSupport any chance the I️ problem gets fixed?,@532842 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.2644643862909595
1363254,"@AppleSupport And on email, I’m getting several extra suggestions pre-populating that just get in the way when I want to go down and type email.",app_issue,other_support,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is weak (similarity=0.232).,@AppleSupport And I’m on 11.1.2,@238767 We'd like to take a closer look. Send us a DM. https://t.co/GDrqU22YpT,0.23194266983580883,@115858 fix when I️ want to type the letter I and it autocorrects to I️,@510900 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.18025017553809336,@AppleSupport hi - my iPhone 8 keeps turning volume all the way down and muting randomly,"@754013 Thank you for getting in touch with us about this. Does this happen with any specific apps? Do you have a case on your iPhone? If so, please remove it and let us know in a DM if the issue continues. https://t.co/GDrqU22YpT",0.16129313766809267
287446,"Hey @115858,  can you tell me why my iPhone 6 has slowed down and got glitchy after the most recent iOS update? #downdate",device_issue,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.427); human review is safer.,"Hi @115858, can you tell me why my iPhone has terrible battery life after the new iOS update?",@198561 We want to help out with that. Follow us to DM and we'll check some things out for you. https://t.co/GDrqU22YpT,0.4271984299966325,@AppleSupport My phone has slowed down after the update. Fixxxxx please!,@500192 We'd like to look into this with you. Reach out via DM using the link below. https://t.co/GDrqU22YpT,0.3777035074019476,@AppleSupport iPhone 6 with the most recent iOS.,"@390611 If you haven't already, restart the iPhone following these steps: https://t.co/OWRDHWSt4h If the issue continues, let us know.",0.36917927139057494
1549475,"EVERY recent @115858 update BROKE the device I put it on, including 10.13.1. Issues I haven't had since 10.11 are back now. @AppleSupport",device_issue,ios_update,"Sorry you're experiencing this issue. A restart may help resolve the problem. If the issue continues, please contact Apple Support with more details.",ESCALATE,Historical evidence is weak (similarity=0.240).,@AppleSupport 10.13.1,"@188958  Let's boot into safe mode.  When you get to the desktop, restart. This is how: https://t.co/PQ4LSYhUTY Due to disabled plugins, It is typical to see some flashing on the screen when booting into Safe Mode.  Test to see if you can watch videos after the restart.",0.23974611541411198,@AppleSupport 10.13,@313385 Thanks! Let's take a closer look into this in DM. Send us a message and we will follow up there. https://t.co/GDrqU22YpT,0.23974611541411198,@AppleSupport 10.13.1,@526753 Are you getting the error when you click on a specific update or all of the updates? DM the answer below. https://t.co/GDrqU22YpT,0.23974611541411198
1058948,"@AppleSupport My phone was working perfectly fine. I ran the update, immediately my phone started freezing up and my apps running slower than Christmas.",device_issue,device_issue,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.378); human review is safer.,@115858 my phone was working perfectly fine until I updated it 🙄,"@563472 We're here to help. To start, what device model are you using and what issue(s) are you experiencing exactly?",0.3779506942519473,@AppleSupport my phone was working PERFECTLY but after the last update it’s AWFUL! Pleeeeez FIX IT!!,"@143530 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",0.27466206467932325,hi @115858 im mad bc my phone was working PERFECTLY FINE UNTIL THE NEW ONE CAME OUT,"@144230 If you're having issues with your iPhone, we're happy to help you address those. Which device model are you using, and what seems to be going on today?",0.26990113795889553
1672691,@AppleSupport my apps are taking forever to update.,app_issue,ios_update,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.511) for this support issue.,@AppleSupport my phone is taking forever to back up ☹️ #whatcanido???,@227882 We'd be happy to look into this with you. Could you tell us which iPhone you're using and version of iOS installed?,0.5113370342351894,"@AppleSupport Why are all my apps, including Google, camera, etc taking FOREVER to open?",@185382 We'd love to help. What is your device model and the current software version installed? To locate the version go to Settings &gt; General &gt; About.,0.48792956642324803,"@AppleSupport Everything is running slow, texts aren’t loading, my apps are taking forever to start up. I’ve restarted my phone a number of times.","@771316 We appreciate those details. So that we can gather some information, can you tell us the exact iOS version currently installed?",0.47803207566094796
1606757,TWITTER IS DOING IT TOO WHAT IS WRONG WITH IOS 11 @115858 @AppleSupport https://t.co/JWy2zKoDJs,device_issue,app_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,AUTO-HANDLE,Strong historical evidence was found (similarity=0.540) for this support issue.,What is wrong with iOS 11.1? @AppleSupport https://t.co/fhieDOzWZE,@596014 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,0.5396572967620703,Wtf is wrong with iOS 11.1.2 @115858,@245514 We're happy to help with any issues you're experiencing. Join us in DM to let us know what's happening; we'll go from there. https://t.co/GDrqU22YpT,0.5062970992070492,iOS 11 😒 @115858 @AppleSupport https://t.co/EbnOzGOyk5,"@541656 Thanks for reaching out. Let's take a look at what's happening within your folder. Do you have the same results after you restart? 
Which iOS 11 version are you running? You can go to Settings &gt; General &gt; About to locate the version.",0.4323368774066937
1666292,@AppleSupport when is your shop opening In bluewater? been shut for months and waiting to get my phone fixed. The warranty is nearly out!,other_support,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is weak (similarity=0.218).,@1016 I’ve been waiting to listen to @678744 new book for months and now my iPhone won’t download audiobooks. Please help!!! Need my book!!!! @AppleSupport,"@693563 Let's look into this together. Send us a DM with more information, and the iOS version your iPhone is running. We'll continue from there. https://t.co/GDrqU22YpT",0.21828787245783587,Ive been trying to get my phone fixed for months but @115858 and @127271 have done nothing but make me talk to voicemails &amp; machines.,@583632 That's not the experience we want you to have! Meet us in DM with more details so we may better assist you. https://t.co/GDrqU22YpT,0.20640688745736457,@AppleSupport when is the i getting fixed? 😩,"@809491 We've released an update which should fix this issue. To install this version, iOS 11.1.2, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk

DM us if we can help with anything else! https://t.co/GDrqU22YpT",0.2023903394256358
1725245,WHY. @115858 fix it🙄🙄🙄🙄,device_issue,other_support,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.682) for this support issue.,@115858 ....fix it...,"@713108 You've reached the right place for support. To start, can you tell us what device model you're using and what you need help with?",0.6824641190904328,@115858 Fix it.,"@517531 We're happy to help. Tell us what issue you're having, and we'll be happy to look into it with you.",0.6824641190904328,@115858 I️ fix it!!!!,@518684 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.6824641190904328
1267154,"If my iOS 11 freezes one more time, I’m taking my phone back and report it as faulty/broken. Worst iOS ever created  @115858 @AppleSupport",device_issue,device_issue,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.385); human review is safer.,"if my phone freezes one more time, holy fuck @115858",@564630 We'd like to see how we can help. Let us know which iOS version you're on and we'll go from there.,0.38548962427219874,@115858 if my phone freezes one more fucking time..,"@757368 We want you to be able to enjoy your iPhone, and we can definitely help. To start, DM us the iOS version your iPhone is on currently. https://t.co/GDrqU22YpT",0.36433565198494827,@AppleSupport if my iPhone 7 freezes one more time I am going to lose my mind.,@276256 We've got your back! When did this issue start on your iPhone? How often are you seeing it? Does it happen in all apps?,0.30384573399261006
2017498,"@AppleSupport 

Visual Air drop notifications are no longer working. Now there’s a “chime” then the picture/video/file just appears",device_issue,device_issue,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is weak (similarity=0.248).,My iPhone X vibration is no longer working @AppleSupport,"@780171 Thank you for reaching out to us! We know how important it is to have your device working as expected, and we’ll do everything we can to help you out with this. Can you tell us how long you have been having this issue?",0.24836856591525228,@AppleSupport how can I air drop on iOS 11.0.3,@506902 Thank you for reaching out to us. Take a look at this article here on how to use this feature: https://t.co/xqNAWUtnB4,0.23868724212726564,@AppleSupport my son’s Apple IPhone 6 headphones are no longer working sufficiently. Are they still under warranty?,@606972 We're happy to look into this with you. Let's work together in DM where we can learn a bit more about the iPhone and headphones. https://t.co/GDrqU22YpT,0.21817731581491784
2971312,"@AppleSupport iPhone 6S and no, im trying to add one manually. I’ve tried copy and paste unto tones, turned off iCloud and Apple Music to do so. No luck.",music_media,account_icloud,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Account and iCloud issues may require account-specific verification.,"@AppleSupport IPhone 6S and no, I don't have the storage to do so.",@528320 Send us a DM please. Let us know the country you're in. https://t.co/GDrqU22YpT,0.29056785619293,@AppleSupport Iphone 6s and 864mb,@195915 We'd like to look into this with you further. DM us and we'll go from there. https://t.co/GDrqU22YpT,0.27488181392455246,"@AppleSupport iPhone 6s, iOS 11.1, and Apple Music",@662408 Thanks for letting us know. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,0.26824642417755484
2185485,"@AppleSupport Yes I do. Even within my Sonos-System I can select those playlists. But not within Carplay. Seems, that these categories have been forgotten inside Carplay?",music_media,other_support,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.283); human review is safer.,@AppleSupport Yes I️ do,"@700243 Got it, thanks. We recommend turning the feature off. Keep us posted on the results.",0.28306368158220596,@AppleSupport Yes I do,@324126 What's the exact error message you are receiving? Let's dig into this deeper over DM: https://t.co/GDrqU22YpT,0.28306368158220596,"@AppleSupport Yes, I do.","@656923 Got it. When you use Control Center to disconnect Wi-Fi, your device will immediately disconnect from any connected Wi-Fi networks, but the Wi-Fi remains active. 

If you want to completely disable Wi-Fi, go to Settings &gt; Wi-Fi and turn off Wi-Fi.",0.28306368158220596
589543,getting super sick of my alarms not going off for no goddamn reason. i didnt pay hundreds of dollars to be late to everything @AppleSupport,device_issue,other_support,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.317); human review is safer.,"@115858 your new iOS update is
T R A S H  fix your shit i did not pay hundreds of dollars to not be able to hear my Snapchats and for my i to be autocorrecting to I️","@711520 We'd like to help. An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6

For your Snapchat issue, send us a DM and we'll take a look. https://t.co/GDrqU22YpT",0.31670314096815433,"@115858 @AppleSupport Listen, I pay hundreds of dollars for my iPhone and as soon as this new update comes it screwed up my phone.",@159978 We'd like to help. Please DM us details to the issue you're experiencing and we'll go from there. https://t.co/GDrqU22YpT,0.25580473640172685,Didn’t pay hundreds of dollars on an iPhone to have this stupid symbol stuff pop up when I️ try to talk about myself @115858,@533349 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.23763896454435066
1640299,@AppleSupport the screen came loose of my Apple Watch 1. It’s just over two years. It hasn’t bumped into anything.. what next?,device_issue,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.251); human review is safer.,@AppleSupport My Apple Watch,@393965 DM us using the link below. We'll work together from there. https://t.co/GDrqU22YpT,0.2508692357236073,@115858 @AppleSupport has anyone else reported this? My Apple Watch has somehow burnt/damaged my wrist! Gutted after over two years! https://t.co/bc13f5ri2A,@272713 We'd like to look into this with you. Please DM us and tell us all about what occurred. https://t.co/GDrqU22YpT,0.23543143137458164,@AppleSupport It hasn’t so far,@714724 Let's keep an eye on this. If it happens again message us back.,0.1899203058769835
2756180,Anyone else’s iPhone look like it’s been downloading something for the past 3 days? Coincidentally after the last update? @115858,device_issue,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.313); human review is safer.,My phone has been tripping for the past 3 days. What’s going on with this update @115858???? 😒😡,@279991 Let's take a look at this together. DM us more details of the issues you're seeing with your iPhone and we'll get started. https://t.co/GDrqU22YpT,0.3130324205640125,@AppleSupport I have the newest iOS 11.1.1 or something like that and it’s been like this for the past 4 days,@271745 Thanks for this information. Are you messages showing as read or does the notification just go away?,0.3109447346465698,Anyone else’s iPhone slow af after the new update? @115858 fix this stuff,@292793 We'd like to help! What's the exact iOS version on your iPhone? You can check by navigating to Settings &gt; General &gt; About.,0.28659572876619266
332837,"@195269 @AppleSupport After download 11.0.2, battery drain like mad for 4-mths old iPhone 7+ even with little usage, no video or music.",battery_charging,battery_charging,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is weak (similarity=0.199).,@AppleSupport *after,@200275 We would like to take a look at this for you. Are you hearing this when using the Speaker or with Earphones?,0.19875624026722977,@AppleSupport when r u fixing the iOS 11 battery drain &amp; ringtone FUBAR already?,@566256 We'd love to help look into your battery and ringtones with you! DM us with which version of iOS 11 you've updated to. https://t.co/GDrqU2kzhr,0.1838679920254715,@AppleSupport I’m mad,@482044 We're happy to help. Let's have you check out this article with some step to help with this issue: https://t.co/xXaXeeSRt9,0.17962435533795593
2445290,@AppleSupport didn’t see my comment earlier? since I have had to update my phone I am UNABLE to update and download apps how do I fix this?,app_issue,ios_update,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",ESCALATE,Historical evidence is only moderate (similarity=0.265); human review is safer.,@505950 @AppleSupport How do ? Fix this?,@508906 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.26535151317471034,How do i fix this @AppleSupport?,"@503161 We'd like to help, but we'll need more details to work from. What exactly happens with the lowercase 'i'? Which model is it?",0.2517252188169352,How do I️ fix this @AppleSupport I️,@485195 We are here to help. Let's try the steps listed in this article. https://t.co/xU1AGHStV6,0.2517252188169352
